ano,codigo,rdeser,total_matriculados,mat_mas,promedio_edad,municipal,particular,arancel,total_titulados,rmat_tit,clasif_inst_n3,area_ocde,modalidad,jornada,acreditada
2014,I126S1C54J2V1,0.723076923076923,65,0.938461538461538,26.2,0.138461538461538,0.0307692307692308,1050000,3,1,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,2
2014,I126S1C54J1V1,0,61,0.836065573770492,22.7,0.327868852459016,0.0983606557377049,990000,14,0.714285714285714,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,2
2014,I126S1C45J4V1,0.518518518518518,108,0.333333333333333,38.1,0.0925925925925926,,1495000,18,0.333333333333333,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",NO PRESENCIAL,A DISTANCIA,2
2014,I126S1C38J4V1,0.593023255813954,86,0.546511627906977,38.7,0.0697674418604651,,1495000,14,0.785714285714286,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",NO PRESENCIAL,A DISTANCIA,2
2014,I126S1C23J4V1,0.387267904509284,377,0.387267904509284,34.7,0.122015915119363,0.0212201591511936,995000,52,0.307692307692308,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",NO PRESENCIAL,A DISTANCIA,2
2014,I126S1C223J2V1,0.818181818181818,88,0.977272727272727,31.3,0.147727272727273,,1150000,13,0.923076923076923,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,2
2014,I126S1C221J4V1,0.588235294117647,51,0.392156862745098,36,0.137254901960784,,995000,2,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",NO PRESENCIAL,A DISTANCIA,2
2014,I126S1C193J1V1,0.555555555555556,63,0.857142857142857,23,0.253968253968254,0.0793650793650794,850000,5,0.6,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I126S1C129J1V1,0.560975609756098,41,0.024390243902439,22.3,0.268292682926829,,900000,8,0.125,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S1C119J2V1,0.655172413793103,58,0.53448275862069,30.1,0.258620689655172,0.0344827586206897,1150000,7,0.571428571428571,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I126S1C118J1V1,0.16,25,0.28,26.2,0.36,0.04,850000,8,0.25,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I126S1C10J2V1,0.0588235294117647,68,0.25,30.6,0.191176470588235,,1350000,23,0.304347826086957,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I126S1C100J4V1,0.495145631067961,103,0.320388349514563,37.9,0.106796116504854,,995000,8,0.125,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",NO PRESENCIAL,A DISTANCIA,2
2014,I126S13C55J2V1,0.407692307692308,130,0.507692307692308,25.6,0.253846153846154,0.00769230769230769,910000,23,0.565217391304348,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I126S13C55J1V1,0.285714285714286,42,0.357142857142857,24.5,0.119047619047619,,860000,8,,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I126S13C54J2V1,0.516129032258065,31,0.838709677419355,25.1,0.225806451612903,,910000,2,1,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,2
2014,I126S13C193J1V1,0.393939393939394,33,0.757575757575758,21.4,0.151515151515152,,860000,6,0.333333333333333,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I126S13C10J2V1,0.404761904761905,42,0.119047619047619,28.3,0.119047619047619,,1050000,1,,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I126S12C8J2V1,0.0727272727272727,55,0.418181818181818,27.2,0.309090909090909,,900000,18,0.0555555555555556,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I126S12C55J2V1,0.462745098039216,255,0.549019607843137,26.9,0.372549019607843,0.00392156862745098,900000,44,0.568181818181818,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I126S12C55J1V1,0.232258064516129,155,0.393548387096774,23.1,0.425806451612903,0.00645161290322581,850000,37,0.513513513513513,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I126S12C54J2V1,0.745098039215686,51,0.843137254901961,26.4,0.392156862745098,,900000,1,1,Institutos Profesionales,CIENCIAS,PRESENCIAL,VESPERTINO,2
2014,I126S12C54J1V1,0.659574468085106,47,0.829787234042553,22.1,0.234042553191489,,850000,1,1,Institutos Profesionales,CIENCIAS,PRESENCIAL,DIURNO,2
2014,I126S12C24J1V1,0.355555555555556,90,,24.4,0.444444444444444,,850000,27,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S12C23J2V1,0.238095238095238,105,0.4,28.2,0.19047619047619,0.00952380952380952,900000,36,0.361111111111111,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I126S12C23J1V1,0.526315789473684,57,0.210526315789474,25.1,0.280701754385965,,850000,10,0.1,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I126S12C193J1V1,0.586666666666667,75,0.706666666666667,22.2,0.426666666666667,0.0266666666666667,850000,8,0.875,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I126S12C131J2V1,0.53921568627451,102,0.274509803921569,26.6,0.343137254901961,,1440000,10,0.1,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I126S12C10J2V1,0.287037037037037,108,0.175925925925926,30,0.231481481481481,0.00925925925925926,1100000,20,0.2,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I126S12C10J1V1,0.213333333333333,75,0.0666666666666667,24.2,0.4,,1050000,9,0.222222222222222,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,2
2014,I126S11C55J2V1,0.28,125,0.632,27,0.456,0.016,880000,24,0.708333333333333,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I126S11C24J2V1,0.5,60,,27.3,0.366666666666667,,880000,9,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I126S11C24J1V1,0.028169014084507,71,,22.4,0.549295774647887,0.0140845070422535,830000,31,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S11C23J2V1,0.4,55,0.436363636363636,28.2,0.127272727272727,0.0363636363636364,880000,11,0.636363636363636,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I126S11C10J1V1,0.328358208955224,67,0.134328358208955,23.4,0.447761194029851,,1050000,5,,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,2
2014,I152S10C50J1V2,0.5,2,0.5,25,1,,751000,1,1,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I430S25C53J1V1,0,13,0.538461538461538,22,0.384615384615385,,1267000,5,1,Centros de Formaci�n T�cnica,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I430S25C52J2V1,0.454545454545455,22,0.636363636363636,23.1,0.545454545454545,0.0454545454545455,1251000,2,0.5,Centros de Formaci�n T�cnica,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I430S25C46J2V1,0.227272727272727,22,0.954545454545455,24.9,0.5,,1396000,4,1,Centros de Formaci�n T�cnica,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I430S24C45J2V1,0.588235294117647,51,0.392156862745098,26.6,0.274509803921569,,1391000,6,,Centros de Formaci�n T�cnica,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I430S20C75J2V1,0.894736842105263,57,0.964912280701754,24.3,0.649122807017544,0.0175438596491228,1440000,1,1,Centros de Formaci�n T�cnica,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I430S20C75J1V1,0.326530612244898,49,0.959183673469388,21.4,0.673469387755102,,1440000,10,1,Centros de Formaci�n T�cnica,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I430S20C52J2V1,0.1,20,0.5,25.8,0.6,,1290000,7,0.571428571428571,Centros de Formaci�n T�cnica,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I430S2C61J2V1,0.225806451612903,62,0.838709677419355,24.6,0.451612903225806,,1235000,14,1,Centros de Formaci�n T�cnica,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,1
2014,I430S2C53J1V1,0.1875,16,0.375,22.3,0.4375,,1333000,3,0.333333333333333,Centros de Formaci�n T�cnica,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I100S33C176J2V1,0.236641221374046,131,0.885496183206107,26.6,0.419847328244275,0.0305343511450382,1569000,11,0.818181818181818,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S33C176J1V1,0.260355029585799,169,0.798816568047337,21.7,0.49112426035503,0.0177514792899408,1569000,13,0.846153846153846,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I100S33C168J2V1,0.088,125,0.936,25.1,0.352,0.016,1444000,16,0.9375,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S33C150J1V1,0.184615384615385,195,0.451282051282051,21.2,0.338461538461538,0.158974358974359,1634000,11,0.636363636363636,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,1
2014,I100S33C149J2V1,0.121428571428571,140,1,24.2,0.35,,1545000,11,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S33C149J1V1,0.320121951219512,328,0.996951219512195,20.9,0.38109756097561,0.0426829268292683,1545000,21,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I100S33C145J2V1,0.128205128205128,39,0.948717948717949,27.6,0.333333333333333,0.0256410256410256,1515000,3,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S33C10J2V1,0.0778443113772455,167,0.55688622754491,27.1,0.359281437125749,0.0119760479041916,1450000,33,0.636363636363636,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,1
2014,I100S33C10J1V1,0.300668151447661,449,0.523385300668151,21.5,0.498886414253898,0.0534521158129176,1450000,38,0.394736842105263,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,1
2014,I100S31C176J2V1,0.0169491525423729,118,0.889830508474576,28.3,0.220338983050847,,1418000,8,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S31C176J1V1,0.25974025974026,154,0.831168831168831,21.9,0.376623376623377,0.00649350649350649,1418000,17,0.823529411764706,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I100S31C149J2V1,0.677777777777778,90,0.988888888888889,24.5,0.266666666666667,,1490000,2,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I100S31C149J1V1,0.357954545454545,176,0.954545454545455,21.8,0.306818181818182,0.0170454545454545,1490000,2,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I100S31C10J2V1,0.0413223140495868,121,0.628099173553719,26.4,0.223140495867769,,1404000,18,0.666666666666667,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,1
2014,I100S31C10J1V1,0.111111111111111,360,0.530555555555556,22,0.422222222222222,0.0111111111111111,1404000,49,0.571428571428571,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,1
2014,I103S5C2J2V1,0.491525423728814,59,0.423728813559322,27.1,0.508474576271186,0.0338983050847458,1430000,7,0.571428571428571,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I103S5C2J1V1,0.696629213483146,89,0.247191011235955,20.8,0.50561797752809,0.0112359550561798,1430000,13,0.461538461538462,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,1
2014,I113S6C67J2V1,0.588235294117647,51,0.0784313725490196,32.3,0.313725490196078,,832000,4,0.25,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I113S6C67J1V1,0.446808510638298,47,0.0425531914893617,24.6,0.702127659574468,,832000,7,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I113S6C61J2V1,0.630769230769231,65,,30.4,0.415384615384615,,832000,9,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I113S6C61J1V1,0.625,16,,24.4,0.5,,832000,1,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I113S6C459J2V1,0.416666666666667,48,0.1875,32,0.229166666666667,,832000,12,0.166666666666667,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I113S6C436J2V1,0.615384615384615,39,0.282051282051282,29.1,0.384615384615385,,832000,1,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I328S2C7J2V1,0.0298507462686567,67,,24.8,0.686567164179104,,810000,21,,Centros de Formaci�n T�cnica,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I155S2C9J2V1,0.175983436853002,483,0.267080745341615,29.9,0.219461697722567,0.0082815734989648,990000,86,0.27906976744186,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I155S2C7J2V1,0.155789473684211,475,0.130526315789474,28,0.208421052631579,0.00210526315789474,990000,74,0.108108108108108,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I155S2C7J1V1,0.0910404624277457,692,0.0838150289017341,24.5,0.258670520231214,0.0130057803468208,960000,83,0.120481927710843,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I113S6C231J1V1,0.411764705882353,17,0.764705882352941,24.2,0.470588235294118,,832000,2,1,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I113S6C21J2V1,0.343283582089552,134,0.141791044776119,31.1,0.417910447761194,0.00746268656716418,936000,19,0.157894736842105,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I113S6C21J1V1,0.25,84,0.178571428571429,28.5,0.404761904761905,,936000,16,0.1875,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,2
2014,I113S6C178J2V1,0.549450549450549,182,0.510989010989011,28.7,0.32967032967033,0.021978021978022,832000,18,0.333333333333333,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I113S6C126J2V1,0.64,50,0.98,29.8,0.36,,832000,1,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I113S5C61J2V1,0.573529411764706,68,,30.4,0.529411764705882,,800000,6,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I113S5C61J1V1,0.0677966101694915,59,,24.1,0.677966101694915,,800000,14,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I113S5C21J2V1,0.318840579710145,69,0.173913043478261,27.1,0.594202898550725,0.0144927536231884,900000,12,0.166666666666667,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I113S5C203J2V1,0.426229508196721,61,0.852459016393443,30,0.573770491803279,,800000,8,0.875,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I113S5C178J2V1,0.445161290322581,155,0.503225806451613,26.2,0.587096774193548,,800000,21,0.619047619047619,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I126S4C34J2V1,0.170731707317073,41,0.951219512195122,29,0.365853658536585,0.024390243902439,900000,5,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I126S4C29J1V1,0.0153846153846154,65,0.2,25.4,0.584615384615385,0.0153846153846154,1100000,16,0.1875,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,1
2014,I126S4C24J1V1,0,84,,26.3,0.523809523809524,,850000,37,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S4C23J2V1,0,107,0.411214953271028,32.1,0.252336448598131,0.0280373831775701,900000,44,0.386363636363636,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I126S4C225J2V1,0.566666666666667,30,0.233333333333333,35.9,0.233333333333333,,900000,3,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I280S3C19J2V1,0.135135135135135,37,0.405405405405405,27.3,0.567567567567568,,850000,2,,Centros de Formaci�n T�cnica,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I280S10C357J1V1,0.219512195121951,41,,26.5,0.341463414634146,0.024390243902439,700000,9,,Centros de Formaci�n T�cnica,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S4C131J2V1,0.416666666666667,36,0.277777777777778,27.1,0.333333333333333,0.0277777777777778,1440000,9,0.333333333333333,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I155S2C4J1V1,0,131,0.549618320610687,22.5,0.251908396946565,0.0152671755725191,1010000,1,1,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I126S4C129J2V1,0.5,24,,30.8,0.208333333333333,,900000,2,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I126S4C129J1V1,0.413793103448276,29,,25.7,0.448275862068966,,850000,5,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,DIURNO,2
2014,I126S4C10J2V1,0.534883720930233,86,0.348837209302326,30.5,0.418604651162791,0.0116279069767442,1200000,12,0.166666666666667,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I679S1C12J1V1,0.370192307692308,208,0.201923076923077,23.7,0.278846153846154,0.00480769230769231,1130000,48,0.104166666666667,Centros de Formaci�n T�cnica,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,2
2014,I155S2C3J2V1,0.160876132930514,1324,,27.4,0.171450151057402,0.00604229607250755,990000,257,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I273S1C16J2V1,0.278481012658228,79,0.20253164556962,28.4,0.354430379746835,,913000,7,0.142857142857143,Centros de Formaci�n T�cnica,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,VESPERTINO,2
2014,I126S15C24J2V1,0.887096774193548,62,,30.3,0.306451612903226,,900000,7,,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,2
2014,I165S5C48J2V1,0.655737704918033,61,0.786885245901639,29.6,0.229508196721311,,990000,7,0.857142857142857,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I165S5C48J1V1,0.1,10,0.6,22.9,0.5,,990000,1,,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I165S5C40J1V1,0.95,20,0.95,29.6,0.25,,990000,1,1,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,2
2014,I165S5C13J2V1,0.142857142857143,35,0.714285714285714,31.1,0.314285714285714,,990000,11,0.363636363636364,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I165S5C13J1V1,0,19,0.421052631578947,24.5,0.736842105263158,,990000,2,0.5,Institutos Profesionales,SERVICIOS,PRESENCIAL,DIURNO,2
2014,I165S19C4J2V1,0.266666666666667,15,0.4,36.4,0.133333333333333,,980000,4,0.25,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I165S19C48J2V1,0.25,12,0.333333333333333,29.8,0.25,,690000,2,0.5,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I498S0C118J2V1,0.477064220183486,109,0.36697247706422,26.4,0.522935779816514,,820000,11,0.454545454545455,Centros de Formaci�n T�cnica,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I155S2C14J2V1,0.161764705882353,68,0.441176470588235,25.3,0.323529411764706,0.0294117647058824,1250000,7,0.428571428571429,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,2
2014,I155S2C14J1V1,0.138888888888889,144,0.479166666666667,22.9,0.284722222222222,0.0208333333333333,1200000,19,0.526315789473684,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I165S19C34J2V1,0,1,,34,,,980000,1,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I165S19C2J2V1,0.590909090909091,22,1,34.4,0.227272727272727,,980000,1,,Institutos Profesionales,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,2
2014,I165S19C13J2V1,0.357142857142857,28,0.464285714285714,33.3,0.285714285714286,,980000,11,0.181818181818182,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I155S2C12J2V1,0.0773006134969325,815,0.477300613496933,27.6,0.203680981595092,0.00245398773006135,1060000,137,0.408759124087591,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,2
2014,I106S5C64J3V1,0.478260869565217,23,0.217391304347826,34.5,0.304347826086957,,932100,2,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,SEMIPRESENCIAL,1
2014,I106S5C46J3V1,0.235294117647059,51,0.431372549019608,32.2,0.176470588235294,,932100,6,,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,SEMIPRESENCIAL,1
2014,I155S2C12J1V1,0.0155642023346304,257,0.295719844357977,23.9,0.206225680933852,0.0116731517509728,1010000,11,0.0909090909090909,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,2
2014,I691S0C2J1V1,0.0818181818181818,110,0.181818181818182,27.3,0.418181818181818,,1100000,27,,Centros de Formaci�n T�cnica,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,2
2014,I155S2C10J2V1,0.268292682926829,205,0.565853658536585,26.5,0.224390243902439,0.0292682926829268,1090000,31,0.612903225806452,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,2
2014,I155S2C10J1V1,0.221843003412969,293,0.447098976109215,22.2,0.235494880546075,0.0341296928327645,1060000,15,0.533333333333333,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I693S0C0J1V1,0.270042194092827,237,0.80168776371308,22,0.147679324894515,0.282700421940928,2891000,16,0.75,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,2
2014,I106S6C67J3V1,0.39047619047619,105,0.438095238095238,31.6,0.142857142857143,0.019047619047619,932100,5,0.2,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,SEMIPRESENCIAL,1
2014,I106S6C64J3V1,0.55,80,0.325,34.8,0.1375,0.025,932100,1,1,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,SEMIPRESENCIAL,1
2014,I106S3C67J2V1,0.51219512195122,41,0.463414634146341,26.6,0.146341463414634,,1030000,5,0.4,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I106S3C64J2V1,0.35,20,0.55,31.8,0.2,0.1,1030000,3,0.666666666666667,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,VESPERTINO,1
2014,I106S3C44J1V1,0.104477611940299,134,0.186567164179104,30.7,0.23134328358209,0.0223880597014925,1180000,30,0.2,Institutos Profesionales,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,1
2014,I106S3C43J2V1,0.413793103448276,87,0.620689655172414,27.3,0.298850574712644,0.0114942528735632,1052000,10,0.8,Institutos Profesionales,SERVICIOS,PRESENCIAL,VESPERTINO,2
2014,I106S3C41J2V1,0.0174291938997821,459,0.0348583877995643,27.1,0.18082788671024,0.00217864923747277,1356000,102,0.0392156862745098,Institutos Profesionales,EDUCACI�N,PRESENCIAL,VESPERTINO,1
2014,I106S3C241J3V1,0.794117647058823,34,0.676470588235294,33.1,0.176470588235294,0.0294117647058824,932100,1,1,Institutos Profesionales,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",SEMIPRESENCIAL,SEMIPRESENCIAL,2
2014,I106S3C13J2V1,0.395348837209302,43,0.465116279069767,27.4,0.186046511627907,0.0232558139534884,1150000,3,0.333333333333333,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,1
2014,I116S39C50J2V1,0.232558139534884,86,0.732558139534884,24.5,0.22093023255814,0.0232558139534884,1402400,17,0.764705882352941,Institutos Profesionales,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,2
